EmployeeNumber,Department,JobRole,JobLevel,Age,Gender,Attrition,JML_Status,AccessLevel,RiskScore,RiskLevel,YearsAtCompany,YearsInCurrentRole,BusinessTravel,OverTime,PerformanceRating,EmployeeID
1938,Sales,Manager,4,58,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP1938
1939,Research & Development,Research Scientist,1,32,Female,Yes,Leaver,Write,75,Critical,4,1,Travel_Frequently,Yes,3,EMP1939
1940,Research & Development,Research Scientist,1,38,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP1940
1941,Research & Development,Research Director,5,49,Male,No,Stable,Admin,40,Medium,5,4,Travel_Frequently,No,3,EMP1941
1943,Sales,Sales Executive,2,42,Male,No,Mover,Write,60,High,0,0,Travel_Rarely,Yes,3,EMP1943
1944,Human Resources,Human Resources,1,27,Female,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP1944
1945,Sales,Sales Executive,2,35,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP1945
1947,Research & Development,Research Scientist,1,28,Male,No,Stable,Write,15,Low,5,3,Non-Travel,No,3,EMP1947
1948,Research & Development,Research Scientist,1,31,Male,No,Stable,Write,25,Low,4,2,Non-Travel,Yes,3,EMP1948
1949,Research & Development,Laboratory Technician,1,36,Male,No,Stable,Read,5,Low,5,4,Non-Travel,No,4,EMP1949
1950,Sales,Sales Executive,3,34,Male,No,Stable,Write,45,Medium,14,8,Travel_Rarely,No,4,EMP1950
1951,Sales,Sales Executive,3,34,Male,No,Stable,Write,40,Medium,8,7,Travel_Rarely,No,3,EMP1951
1952,Research & Development,Laboratory Technician,1,26,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP1952
1954,Research & Development,Healthcare Representative,2,29,Male,No,Stable,Read,10,Low,5,3,Travel_Rarely,No,3,EMP1954
1955,Research & Development,Healthcare Representative,2,32,Female,No,Mover,Read,25,Low,5,1,Non-Travel,No,3,EMP1955
1956,Research & Development,Research Scientist,2,31,Male,No,Stable,Write,35,Medium,10,8,Travel_Frequently,No,4,EMP1956
1960,Research & Development,Laboratory Technician,1,28,Male,Yes,Leaver,Read,50,High,4,1,Travel_Rarely,No,3,EMP1960
1961,Sales,Sales Representative,1,38,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP1961
1962,Sales,Sales Executive,2,35,Female,No,Stable,Write,40,Medium,10,8,Travel_Rarely,Yes,3,EMP1962
1965,Sales,Sales Executive,2,27,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP1965
1966,Research & Development,Manufacturing Director,2,32,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,4,EMP1966
1967,Sales,Sales Executive,2,31,Male,Yes,Leaver,Write,85,Critical,10,7,Travel_Frequently,Yes,3,EMP1967
1968,Sales,Sales Executive,3,53,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,3,EMP1968
1969,Research & Development,Research Scientist,2,54,Female,No,Stable,Write,20,Low,4,3,Travel_Rarely,No,3,EMP1969
1970,Research & Development,Healthcare Representative,2,33,Male,No,Stable,Read,25,Low,9,7,Travel_Frequently,No,4,EMP1970
1971,Research & Development,Healthcare Representative,3,43,Male,No,Stable,Read,20,Low,10,9,Travel_Rarely,No,3,EMP1971
1972,Human Resources,Human Resources,1,38,Male,No,Stable,Read,35,Medium,6,2,Travel_Frequently,Yes,3,EMP1972
1973,Human Resources,Manager,5,55,Male,No,Stable,Write,40,Medium,10,9,Travel_Rarely,Yes,3,EMP1973
1974,Research & Development,Laboratory Technician,1,31,Female,No,Mover,Read,50,High,1,0,Travel_Rarely,Yes,3,EMP1974
1975,Sales,Sales Executive,4,39,Male,No,Stable,Write,35,Medium,20,8,Travel_Rarely,No,3,EMP1975
1976,Research & Development,Research Scientist,2,42,Male,No,Stable,Write,30,Medium,20,9,Non-Travel,No,3,EMP1976
1979,Research & Development,Research Director,3,31,Female,No,Stable,Admin,45,Medium,11,7,Non-Travel,No,4,EMP1979
1980,Research & Development,Manufacturing Director,2,54,Female,No,Stable,Write,30,Medium,5,2,Travel_Rarely,Yes,3,EMP1980
1981,Research & Development,Healthcare Representative,2,24,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP1981
1982,Research & Development,Laboratory Technician,1,23,Male,No,Stable,Read,10,Low,5,2,Travel_Rarely,No,3,EMP1982
1985,Research & Development,Laboratory Technician,2,40,Female,No,Stable,Read,25,Low,10,9,Travel_Frequently,No,3,EMP1985
1986,Sales,Sales Executive,2,40,Female,No,Stable,Write,35,Medium,11,8,Travel_Rarely,No,3,EMP1986
1987,Human Resources,Human Resources,1,25,Female,No,Mover,Read,30,Medium,2,0,Travel_Rarely,No,3,EMP1987
1989,Research & Development,Laboratory Technician,1,30,Male,No,Stable,Read,25,Low,12,8,Travel_Rarely,No,3,EMP1989
1992,Research & Development,Laboratory Technician,1,25,Male,No,Stable,Read,20,Low,2,2,Travel_Rarely,Yes,3,EMP1992
1993,Research & Development,Healthcare Representative,3,47,Male,No,Stable,Read,25,Low,17,14,Travel_Rarely,No,4,EMP1993
1994,Research & Development,Laboratory Technician,1,33,Male,No,Mover,Read,35,Medium,1,1,Non-Travel,No,3,EMP1994
1995,Sales,Sales Executive,2,38,Male,No,Stable,Write,35,Medium,15,13,Travel_Rarely,No,3,EMP1995
1996,Sales,Sales Representative,1,31,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP1996
1997,Research & Development,Manufacturing Director,2,38,Male,No,Stable,Write,35,Medium,8,3,Travel_Frequently,No,3,EMP1997
1998,Research & Development,Research Scientist,2,42,Male,No,Stable,Write,30,Medium,4,3,Travel_Rarely,Yes,3,EMP1998
1999,Research & Development,Research Scientist,1,41,Male,No,Stable,Write,30,Medium,5,3,Travel_Rarely,No,4,EMP1999
2000,Research & Development,Research Director,3,47,Female,No,Stable,Admin,45,Medium,13,8,Non-Travel,No,3,EMP2000
2003,Research & Development,Laboratory Technician,1,35,Male,No,Stable,Read,20,Low,2,2,Travel_Rarely,Yes,3,EMP2003
2007,Research & Development,Research Scientist,1,22,Male,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP2007
2008,Research & Development,Research Scientist,2,35,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP2008
2009,Research & Development,Healthcare Representative,2,33,Female,No,Stable,Read,40,Medium,9,7,Travel_Rarely,Yes,3,EMP2009
2010,Research & Development,Laboratory Technician,1,32,Female,No,Stable,Read,30,Medium,6,2,Travel_Rarely,No,3,EMP2010
2012,Research & Development,Laboratory Technician,1,40,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP2012
2013,Sales,Sales Representative,1,32,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP2013
2014,Research & Development,Research Scientist,2,39,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP2014
2015,Research & Development,Research Director,3,38,Female,No,Stable,Admin,50,High,18,16,Travel_Rarely,No,3,EMP2015
2016,Sales,Sales Executive,3,32,Female,No,Stable,Write,35,Medium,14,10,Travel_Rarely,No,3,EMP2016
2017,Research & Development,Research Director,3,37,Female,No,Stable,Admin,60,High,16,11,Travel_Rarely,Yes,4,EMP2017
2018,Sales,Sales Executive,2,25,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,4,EMP2018
2019,Sales,Sales Representative,1,52,Male,No,Stable,Read,25,Low,9,8,Non-Travel,No,3,EMP2019
2020,Research & Development,Research Scientist,1,44,Male,No,Stable,Write,30,Medium,4,3,Travel_Rarely,Yes,3,EMP2020
2021,Sales,Sales Representative,1,21,Male,No,Stable,Read,20,Low,2,2,Travel_Rarely,Yes,3,EMP2021
2022,Research & Development,Manager,5,39,Male,No,Mover,Write,45,Medium,6,0,Non-Travel,No,3,EMP2022
2023,Sales,Sales Representative,1,23,Male,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP2023
2024,Sales,Sales Executive,3,36,Female,No,Stable,Write,30,Medium,9,7,Travel_Rarely,No,3,EMP2024
2025,Research & Development,Manufacturing Director,2,36,Female,No,Stable,Write,25,Low,4,2,Travel_Frequently,No,3,EMP2025
2026,Research & Development,Healthcare Representative,2,56,Male,No,Stable,Read,20,Low,13,12,Non-Travel,No,4,EMP2026
2027,Research & Development,Research Scientist,1,29,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,Yes,3,EMP2027
2031,Research & Development,Manager,5,42,Male,No,Stable,Write,35,Medium,22,6,Travel_Rarely,No,3,EMP2031
2032,Research & Development,Laboratory Technician,1,56,Male,Yes,Leaver,Read,60,High,10,9,Travel_Rarely,No,3,EMP2032
2034,Research & Development,Manufacturing Director,4,41,Female,No,Stable,Write,35,Medium,20,7,Travel_Rarely,No,4,EMP2034
2035,Sales,Sales Executive,2,34,Female,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,4,EMP2035
2036,Sales,Sales Executive,2,36,Male,No,Stable,Write,30,Medium,15,12,Non-Travel,No,4,EMP2036
2037,Sales,Sales Executive,2,41,Male,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP2037
2038,Research & Development,Research Scientist,1,32,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP2038
2040,Human Resources,Human Resources,3,35,Female,No,Mover,Read,50,High,9,0,Travel_Rarely,Yes,3,EMP2040
2041,Sales,Sales Executive,2,38,Female,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP2041
2044,Sales,Sales Executive,2,50,Male,Yes,Leaver,Write,85,Critical,6,3,Travel_Frequently,No,3,EMP2044
2045,Sales,Sales Executive,2,36,Female,No,Stable,Write,40,Medium,6,3,Travel_Rarely,No,3,EMP2045
2046,Sales,Sales Executive,2,45,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,No,3,EMP2046
2048,Research & Development,Research Scientist,1,40,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP2048
2049,Research & Development,Healthcare Representative,2,35,Male,No,Stable,Read,35,Medium,10,2,Travel_Frequently,Yes,3,EMP2049
2051,Research & Development,Research Scientist,1,40,Female,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP2051
2052,Research & Development,Research Scientist,1,35,Female,No,Stable,Write,30,Medium,4,3,Travel_Rarely,No,3,EMP2052
2053,Research & Development,Laboratory Technician,2,29,Male,No,Stable,Read,20,Low,4,3,Travel_Rarely,Yes,3,EMP2053
2054,Research & Development,Research Scientist,1,29,Female,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP2054
2055,Sales,Sales Executive,3,50,Male,Yes,Leaver,Write,80,Critical,3,2,Travel_Rarely,Yes,3,EMP2055
2056,Sales,Sales Executive,4,39,Female,No,Stable,Write,35,Medium,20,9,Travel_Rarely,No,3,EMP2056
2057,Research & Development,Manufacturing Director,2,31,Male,No,Stable,Write,25,Low,9,4,Non-Travel,No,3,EMP2057
2060,Sales,Sales Representative,1,26,Female,No,Stable,Read,20,Low,4,2,Travel_Rarely,No,3,EMP2060
2061,Research & Development,Laboratory Technician,2,36,Male,No,Stable,Read,15,Low,5,2,Travel_Frequently,No,3,EMP2061
2062,Research & Development,Healthcare Representative,3,39,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP2062
2064,Research & Development,Manufacturing Director,2,27,Male,No,Stable,Write,40,Medium,6,2,Travel_Rarely,Yes,4,EMP2064
2065,Sales,Sales Executive,2,49,Male,No,Stable,Write,35,Medium,9,6,Travel_Frequently,No,3,EMP2065
2068,Research & Development,Laboratory Technician,2,34,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP2068
